,name,category_code,tag_list,offices,zip_code,city,country_code,latitude,longitude
195,hornet,advertising,"web-development, web-design, web-marketing","[{'zip_code': 'NSW 2041', 'city': 'Balmain', 'country_code': 'AUS', 'latitude': -33.86322, 'longitude': 151.179693}]",NSW 2041,Balmain,AUS,-33.86322,151.179693
196,Groove Commerce,advertising,"ecommerce, website-design, web-design, ecommerce-website-design, pay-per-click-marketing, ppc, seo, search-engine-optimization","[{'zip_code': '21224', 'city': 'Baltimore', 'country_code': 'USA', 'latitude': 39.271785, 'longitude': -76.611379}]",21224,Baltimore,USA,39.271785,-76.611379
197,ActiveBox,other,"activebox, web-design-and-development, iphone--ipod-touch-apps, cms, blog, templating, 3d-game, modeling, animation","[{'zip_code': '40619', 'city': 'Bandung', 'country_code': 'IDN', 'latitude': -6.903247, 'longitude': 107.69033}]",40619,Bandung,IDN,-6.903247,107.69033
198,IPsupermarket,enterprise,"soft-ip, software-ip, software-codec, silicon-ip, wirless-ip, referece-design, audio-codec, video-codec","[{'zip_code': '560066', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",560066,Bangalore,IND,,
199,Hyva IT Solutions,software,"web-development, web-designing, internet-services, e-commerce, multimedia-etc","[{'zip_code': '560041', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",560041,Bangalore,IND,,
200,GreenLogic India Tecnologies,advertising,"seo, sem, web-design, web-analysis","[{'zip_code': '560068', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': 12.9093426, 'longitude': 77.5833979}]",560068,Bangalore,IND,12.9093426,77.5833979
201,Hyva IT Solutions,software,"web-development, web-designing, internet-services, e-commerce, multimedia-etc","[{'zip_code': '560041', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",560041,Bangalore,IND,,
202,GreenLogic India Tecnologies,advertising,"seo, sem, web-design, web-analysis","[{'zip_code': '560068', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': 12.9093426, 'longitude': 77.5833979}]",560068,Bangalore,IND,12.9093426,77.5833979
203,Aghreni Technologies,software,"open, source, open-source, software, solutions, services, service, infrastructure, it, consulting, security, audit, sas-70, web, design, business, email-marketing, mobile-marketing, opt-in-marketing, india, email-marketing-services, email-marketing-soluti","[{'zip_code': '560038', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': 12.9561278, 'longitude': 77.5922642}, {'zip_code': '10001', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.744549, 'longitude': -73.988071}]",10001,New York,USA,40.744549,-73.988071
204,4am Design and Technology Labs,advertising,"web-services, news-aggregator, vamooz, advertising-technology, web-design","[{'zip_code': '560038', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': 13.0774091, 'longitude': 77.5886142}]",560038,Bangalore,IND,13.0774091,77.5886142
205,A2zdesignwork,software,"website-design-company, web-design-bangalore, content-management-system, seo, cms, web-page-design, search-engine-optimization, web-designers","[{'zip_code': '560095', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",560095,Bangalore,IND,,
206,Earthenhive Architects,other,"architects-and-anterior-designs, turnkey-solutions","[{'zip_code': '560055', 'city': 'Bangalore', 'country_code': 'IND', 'latitude': 13.014823, 'longitude': 77.6503104}]",560055,Bangalore,IND,13.014823,77.6503104
207,Web Design Bangkok,ecommerce,web-design-bangkok,"[{'zip_code': '10110', 'city': 'Bangkok', 'country_code': 'THA', 'latitude': None, 'longitude': None}]",10110,Bangkok,THA,,
208,Design Chemical,ecommerce,"web-design, web-application-development, print-design, packaging-design, search-engine-optimisation, database-development, ecommerce","[{'zip_code': '10310', 'city': 'Bangkok', 'country_code': 'THA', 'latitude': 13.764605, 'longitude': 100.5642201}]",10310,Bangkok,THA,13.764605,100.5642201
209,MEDDIA,public_relations,"knowledge-managent, web-design, consulting, digital-coaching, open-source, ict-driven-organisational-change, web, weblog, culture, communication, mobile, responsive, marketing-online","[{'zip_code': '08013', 'city': 'Barcelona', 'country_code': 'ESP', 'latitude': 41.4018094, 'longitude': 2.1815648}]",08013,Barcelona,ESP,41.4018094,2.1815648
210,Pleth,web,"web-design, managed-hosting, email-services","[{'zip_code': '72501', 'city': 'Batesville', 'country_code': 'USA', 'latitude': 35.7676229, 'longitude': -91.6304572}]",72501,Batesville,USA,35.7676229,-91.6304572
211,Carsonified,,"events, web-apps, web-design, social-media","[{'zip_code': 'BA1 1HX', 'city': 'Bath', 'country_code': 'GBR', 'latitude': 51.381732, 'longitude': -2.365654}]",BA1 1HX,Bath,GBR,51.381732,-2.365654
212,RMW Web Publishing,web,"web-developer, web-design, html, css, javascript, jquery, flash, twitter-api, flickr-api","[{'zip_code': '2795', 'city': 'Bathurst', 'country_code': 'AUS', 'latitude': -33.41978, 'longitude': 149.574258}]",2795,Bathurst,AUS,-33.41978,149.574258
213,Hope Tech Global,security,western-managed-electronic-product-design-and-china-manufacturing-company,"[{'zip_code': '100102', 'city': 'Beijing', 'country_code': 'CHN', 'latitude': None, 'longitude': None}]",100102,Beijing,CHN,,
214,Altobeam,semiconductor,,"[{'zip_code': '100084', 'city': 'Beijing', 'country_code': 'CHN', 'latitude': 55.902143, 'longitude': -3.208711}]",100084,Beijing,CHN,55.902143,-3.208711
215,Spoiled Milk,advertising,"new-media, social-media, consultancy, iphone-applications, web-development, mobile, design, branding","[{'zip_code': 'DK-2200', 'city': 'Copenhagen', 'country_code': 'DNK', 'latitude': 55.6886102, 'longitude': 12.5587476}, {'zip_code': 'CH-8008', 'city': 'Zurich', 'country_code': 'CHE', 'latitude': None, 'longitude': None}, {'zip_code': 'RS-11000', 'city': 'Belgrade', 'country_code': 'CSS', 'latitude': None, 'longitude': None}, {'zip_code': '10016', 'city': 'New York City', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10016,New York City,USA,,
216,Ramp Technology Group,consulting,"user-experience-design, business-intelligence, sharepoint, project-management, crm, ad-networks","[{'zip_code': '98004-5706', 'city': 'Bellevue', 'country_code': 'USA', 'latitude': 47.61251, 'longitude': -122.1962236}]",98004-5706,Bellevue,USA,47.61251,-122.1962236
217,Mindfly Web Studio,advertising,"web-design, internet-marketing, website-development","[{'zip_code': '98225', 'city': 'Bellingham', 'country_code': 'USA', 'latitude': 48.7505449, 'longitude': -122.4803774}]",98225,Bellingham,USA,48.7505449,-122.4803774
218,Goldstein Media,advertising,"web-design, web-site-design-philadelphia, web-site-design-bucks-county, web-site-design-pennsylvania, web-site-design-new-jersey, web-development, graphic-design, seo, search-engine-optimization, social-media-marketing, internet-marketing","[{'zip_code': '19020', 'city': 'Bensalem', 'country_code': 'USA', 'latitude': 40.10115, 'longitude': -74.941677}, {'zip_code': '19116', 'city': 'Philadelphia', 'country_code': 'USA', 'latitude': 40.1108242, 'longitude': -75.0245215}, {'zip_code': '07040', 'city': 'Maplewood', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",07040,Maplewood,USA,,
219,Wonsys,consulting,"web-application, backend-tasks, web-design","[{'zip_code': '20129', 'city': 'Milan', 'country_code': 'ITA', 'latitude': 45.468399, 'longitude': 9.214761}, {'zip_code': '24122', 'city': 'Bergamo', 'country_code': 'ITA', 'latitude': 45.692026, 'longitude': 9.663717}]",24122,Bergamo,ITA,45.692026,9.663717
220,Wonsys,consulting,"web-application, backend-tasks, web-design","[{'zip_code': '20129', 'city': 'Milan', 'country_code': 'ITA', 'latitude': 45.468399, 'longitude': 9.214761}, {'zip_code': '24122', 'city': 'Bergamo', 'country_code': 'ITA', 'latitude': 45.692026, 'longitude': 9.663717}]",24122,Bergamo,ITA,45.692026,9.663717
221,Cadence Design Systems,hardware,,"[{'zip_code': 'RG12 OPH', 'city': 'Berkshire', 'country_code': 'GBR', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'San Jose', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'Shanghai', 'country_code': 'CHN', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'Noida', 'country_code': 'IND', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'Yokohama', 'country_code': 'JPN', 'latitude': None, 'longitude': None}]",,Yokohama,JPN,,
222,99designs,design,"graphic-design, crowdsourcing, online-marketplace, marketplace, crowdsourced-design","[{'zip_code': '94111', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.7955307, 'longitude': -122.4005983}, {'zip_code': '3065', 'city': 'Collingwood', 'country_code': 'AUS', 'latitude': -37.8026587, 'longitude': 144.9868546}, {'zip_code': '', 'city': 'Berlin', 'country_code': 'DEU', 'latitude': 52.4986199, 'longitude': 13.4469031}]",,Berlin,DEU,52.4986199,13.4469031
223,Escapio,other,"travel, europe, boutique-hotels, luxury, design-hotels, romantic-hotels","[{'zip_code': '12435', 'city': 'Berlin', 'country_code': 'DEU', 'latitude': 52.4943074, 'longitude': 13.434474}]",12435,Berlin,DEU,52.4943074,13.434474
224,Webteilchen,web,"online-marketing, web-service, web-services, programming, php, mysql, ajax, zend-framework, seo, search-engine-optimization, search-engine-marketing, webdesign, web, online, marketing, germany, berlin, corporate-identy, myspace-design, web-design","[{'zip_code': '10779', 'city': 'Berlin', 'country_code': 'DEU', 'latitude': 52.5296736, 'longitude': 13.6281888}]",10779,Berlin,DEU,52.5296736,13.6281888
225,Sixty Five Design,advertising,"website-design, graphic-design, print-ad-design, brochure-design, newsletter-design, marketing, branding, advertising","[{'zip_code': '90212', 'city': 'Beverly Hills', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",90212,Beverly Hills,USA,,
226,HariOmTechnologies,software,web-development-company,"[{'zip_code': '462021', 'city': 'Bhopal', 'country_code': 'IND', 'latitude': 23.2771102, 'longitude': 77.4589032}]",462021,Bhopal,IND,23.2771102,77.4589032
227,Speedshape,advertising,,"[{'zip_code': '48025', 'city': 'Bingham Farms', 'country_code': 'USA', 'latitude': 42.548008, 'longitude': -83.214753}]",48025,Bingham Farms,USA,42.548008,-83.214753
228,Pumant,software,"software-development, programmers, designers, outsourcing, java, -net, android, facebook","[{'zip_code': '', 'city': 'Birmingham', 'country_code': 'GBR', 'latitude': 52.482932, 'longitude': -1.893621}, {'zip_code': '', 'city': 'Buenos Aires', 'country_code': 'ARG', 'latitude': -34.611781, 'longitude': -58.417309}]",,Buenos Aires,ARG,-34.611781,-58.417309
229,Invictus Technology,consulting,"web-design, ict-support, joomla, moodle","[{'zip_code': 'B38 9BB', 'city': 'Birmingham', 'country_code': 'GBR', 'latitude': 52.3984972, 'longitude': -1.9264665}]",B38 9BB,Birmingham,GBR,52.3984972,-1.9264665
230,Showtime Studios,public_relations,"web-design, print-design, website-design, design-agency, web-development, europe, uk, birmingham","[{'zip_code': 'B19 3LE', 'city': 'Birmingham', 'country_code': 'GBR', 'latitude': 52.4869442, 'longitude': -1.9023414}]",B19 3LE,Birmingham,GBR,52.4869442,-1.9023414
231,We Are Business,web,"web-design, shopping-carts, message-boards, blogs, photo-albums, e-commerce, site-management","[{'zip_code': '35242', 'city': 'Birmingham', 'country_code': 'USA', 'latitude': 33.4191513, 'longitude': -86.6960902}]",35242,Birmingham,USA,33.4191513,-86.6960902
232,CxT Group,software,"database-development, custom-software, web-site-design, seo","[{'zip_code': '48302', 'city': 'Bloomfield Hills', 'country_code': 'USA', 'latitude': 42.605626, 'longitude': -83.319932}, {'zip_code': '92115', 'city': 'San Diego', 'country_code': 'USA', 'latitude': 32.754305, 'longitude': -117.079074}]",92115,San Diego,USA,32.754305,-117.079074
233,V3 Audio Design,hardware,"home-theater, home-automation, new-technologies, hi-fi-audio","[{'zip_code': '33429', 'city': 'Boca Raton', 'country_code': 'USA', 'latitude': 26.3583, 'longitude': -80.0834}]",33429,Boca Raton,USA,26.3583,-80.0834
234,I-Cubed Web Design,web,"web-design, it-consulting, joomla, php, javascript, css, photoshop","[{'zip_code': '17007', 'city': 'Boiling Springs', 'country_code': 'USA', 'latitude': 40.10971, 'longitude': -77.132182}]",17007,Boiling Springs,USA,40.10971,-77.132182
235,Twin Pines,web,"web-services, web-developing, web-designing","[{'zip_code': '', 'city': 'BorlÃ¤nge', 'country_code': 'SWE', 'latitude': 60.485605, 'longitude': 15.436302}, {'zip_code': '', 'city': 'Stockholm', 'country_code': 'SWE', 'latitude': 59.332788, 'longitude': 18.064488}]",,Stockholm,SWE,59.332788,18.064488
236,Raizlabs,software,"iphone, application-development, software, design, mobile, android, videoup, picme, raiz, boston","[{'zip_code': '02108', 'city': 'Boston', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",02108,Boston,USA,,
237,Raizlabs,software,"iphone, application-development, software, design, mobile, android, videoup, picme, raiz, boston","[{'zip_code': '02108', 'city': 'Boston', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",02108,Boston,USA,,
238,thoughtbot,consulting,"ruby, ruby-on-rails, consulting, training, javascript, postgres, html5, web-design, web-app, apprentice","[{'zip_code': '02108', 'city': 'Boston', 'country_code': 'USA', 'latitude': 42.356161, 'longitude': -71.061649}, {'zip_code': '94105', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'Stockholm', 'country_code': 'SWE', 'latitude': 59.3335122, 'longitude': 18.0816712}, {'zip_code': '80302', 'city': 'Boulder', 'country_code': 'USA', 'latitude': 40.014498, 'longitude': -105.278502}, {'zip_code': '', 'city': 'Philadelphia', 'country_code': 'USA', 'latitude': 39.952335, 'longitude': -75.163789}]",,Philadelphia,USA,39.952335,-75.163789
239,Weymouth Design,advertising,,"[{'zip_code': '02210', 'city': 'Boston', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",02210,Boston,USA,,
240,Synonym,public_relations,socialmedia-webstrategy-education,"[{'zip_code': '', 'city': 'Boulder', 'country_code': 'USA', 'latitude': 41.310557, 'longitude': -105.585771}, {'zip_code': '', 'city': 'Chicago', 'country_code': 'USA', 'latitude': 41.879535, 'longitude': -87.624333}]",,Chicago,USA,41.879535,-87.624333
241,pingVision,consulting,"drupal, web-design, web-development, interactive-design, information-architecture","[{'zip_code': '80303', 'city': 'Boulder', 'country_code': 'USA', 'latitude': 40.0146417, 'longitude': -105.2387032}]",80303,Boulder,USA,40.0146417,-105.2387032
242,Pure Glow Media,ecommerce,"website, graphic, design, marketing, photography, ecommerce, internet","[{'zip_code': 'BH2 6BW', 'city': 'Bournemouth', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",BH2 6BW,Bournemouth,GBR,,
